id,screen_name,year,xinzuo,followers_count,friends_count,gender,location,mbrank,verified,verified_type
1903,消失的旧时光H,90,天蝎座,6611,385,m,上海,5,False,-1
1904,米呀前咔沐,90,水瓶座,1,109,f,江西,0,False,-1
1905,没素质的摆烂人,-1,处女座,7,182,f,山东,3,False,-1
1906,城或捷,-1,狮子座,751,1152,m,云南,6,False,-1
1907,六加一等于七-,-1,巨蟹座,121,885,f,浙江,1,False,-1
1908,小南菜菜子,90,水瓶座,657,455,f,福建,5,False,-1
1909,2023快还我活力健康开朗柯,90,天秤座,565,716,f,青海,7,True,0
1910,夢驚園遊_,-1,天蝎座,209,157,f,四川,1,False,-1
1911,一蛋糕菜,00,射手座,53,162,f,福建,1,True,0
1912,给我上一盘遗忘,-1,狮子座,193,280,f,江苏,0,False,-1
1913,完美偶像濑名泉,00,天蝎座,205,251,f,上海,2,False,-1
1914,对我家猫猫做什么呢,90,摩羯座,1,32,f,福建,1,False,-1
1915,kukicookie_,-1,双子座,92,162,f,广西,1,False,-1
1916,爱新觉罗宋汤,-1,巨蟹座,11,45,f,上海,0,False,-1
1917,朱-奇遇,70,狮子座,1,231,m,浙江,0,False,-1
1918,吃薯条吃不饱,-1,狮子座,951,793,f,上海,7,False,220
1919,愤怒的滚圆圆,-1,白羊座,1509,807,m,上海,5,False,220
1920,Coul可乐,10,双子座,1947,362,m,四川,6,False,-1
1921,伊阿宋转生之朕乃浪国王睾飞他大,70,白羊座,4,136,m,安徽,1,False,-1
1922,三江梦星河,-1,射手座,5689,939,f,广东,8,True,0
1923,李羊羊·摆烂中,-1,摩羯座,101,247,f,天津,1,False,-1
1924,你能不能别骂我了,00,巨蟹座,4,106,f,辽宁,0,False,-1
1925,一排大板牙_,90,摩羯座,36,1005,f,广东,2,False,-1
1926,ZH-B-T,00,狮子座,42,1213,f,广东,0,False,-1
1927,永远爱单纯心,00,射手座,29,136,f,广东,0,False,-1
1928,巴巴斯斯光光年年,90,双子座,168,162,m,重庆,4,False,-1
1929,我才不管今天是星期几,90,处女座,81,440,f,海南,2,True,0
1930,俺不想学习丶,00,白羊座,34,735,f,北京,0,False,-1
1931,开唱瞬间,-1,天蝎座,102,96,f,上海,6,False,-1
1932,香菜般的恋爱,-1,天蝎座,59,143,f,湖南,5,True,0
1933,是天枢sama,-1,金牛座,34,27,m,安徽,0,False,-1
1934,跑跑卡车人,-1,水瓶座,27,92,f,北京,6,False,-1
1935,仿生小羊和机器人_,-1,天秤座,115,587,f,江西,6,False,-1
1936,我是超爱48g的晴天酱吖,00,双鱼座,1813,1000,f,北京,6,False,-1
1937,八神灯子,90,白羊座,713,151,f,山东,7,False,-1
1938,青椒小笨蛋,-1,双鱼座,1327,1328,f,山东,6,True,0
1939,讨厌这个书杯世界,90,狮子座,10340,353,m,陕西,5,False,-1
1940,大白话325667,90,金牛座,97,298,f,江苏,1,True,0
1941,防弹的老婆大人,90,天秤座,221,690,f,陕西,1,False,-1
1942,予你以星辰,90,双子座,31,230,f,安徽,2,False,-1
1943,丢丢碎片儿,-1,水瓶座,11463,79,f,青海,6,True,0
1944,Eternal_源动力,00,处女座,693,455,f,江苏,3,False,-1
1945,小猫睡树下,90,射手座,355,247,f,上海,7,False,-1
1946,城堡里的Secret,90,水瓶座,154,124,f,湖南,1,False,-1
1947,小赵小赵明月自有沟渠照,-1,摩羯座,63,315,f,浙江,0,False,-1
1948,上羊_歇菜了,90,巨蟹座,3125,523,f,湖北,7,True,0
1949,ACCOMPANY小啃,90,射手座,460,323,f,河北,6,True,0
1950,VillanellesMandarinTeacher,-1,双鱼座,232931,331,f,上海,1,False,-1
1951,桃花深处醉流年,00,狮子座,63,958,m,黑龙江,1,False,-1
1952,霂芷阡,00,摩羯座,30,263,f,湖南,6,False,-1
1953,心思敲甜,00,处女座,32,107,f,湖北,3,False,-1
1954,顾予眠_不挖野菜版,-1,狮子座,2045,654,m,北京,7,False,220
1955,夜記鱼梦馆,90,白羊座,396,390,m,浙江,7,False,-1
1956,wameide_KN,-1,白羊座,242,205,f,江苏,7,False,-1
1957,想要夸夸,-1,狮子座,5,187,f,广东,3,False,-1
1958,逃离母星球,-1,水瓶座,31,677,f,四川,6,False,-1
1959,不吃冰块的翔翔,90,双子座,974,258,f,重庆,8,False,220
1960,村家蘋菓树,90,天蝎座,51,54,m,上海,3,False,-1
1961,TRAN-羽兮,00,狮子座,220,527,f,湖北,6,False,-1
1962,慵懒至极_,70,摩羯座,321,541,f,广东,0,False,-1
1963,aiyomaya,00,双鱼座,854,431,f,江苏,7,False,-1
1964,只想睡觉的小c,-1,狮子座,34,340,f,陕西,1,False,-1
1965,忍者龟宝_Y,-1,双鱼座,77,523,f,上海,7,False,-1
1966,橘子汽水姬,00,巨蟹座,319,2408,f,广东,1,False,-1
1967,布噜布噜呗呗呗,-1,金牛座,1149,549,f,贵州,5,True,0
1968,汵汵喃,-1,双鱼座,249,419,f,北京,1,False,-1
1969,啾一口宣堡的奶茶,-1,处女座,581,594,f,广东,6,True,0
1970,阿尔卑斯唐三2020,00,金牛座,52,260,f,湖北,0,False,-1
1971,小六小六头发不油,90,白羊座,185,479,f,山东,1,True,0
1972,小盒·麦外敷,00,天蝎座,27,1163,f,河南,0,False,-1
1973,-比努努-,90,金牛座,112003,809,f,安徽,6,True,0
1974,桃子养乐多Q,-1,天秤座,642,490,f,江苏,6,True,0
1975,好久不见7023400046,90,双鱼座,6,231,m,重庆,0,False,-1
1976,昕婚燕尔,90,白羊座,385,401,m,广东,0,False,-1
1977,哈尔201101,00,处女座,2,305,f,河南,1,False,-1
1978,真的想不出来叫啥名字了_,-1,巨蟹座,1,43,f,上海,3,False,-1
1979,江湖人称婷哥,90,水瓶座,210,179,f,福建,1,False,-1
1980,社会你本哥,00,双子座,909,839,m,上海,1,True,0
1981,-林朝夕-,80,狮子座,6,43,f,浙江,0,False,-1
1982,旸妍曦若,00,狮子座,233,376,f,重庆,5,True,0
1983,仿生大学生会梦见电子猫吗,00,巨蟹座,145,544,f,广东,2,False,-1
1984,冰冰凉凉冰阔落a,-1,狮子座,30,296,f,广东,1,False,-1
1985,J_Y_U,00,狮子座,13,1352,m,浙江,0,False,-1
1986,猫腻挠你啾啾,90,射手座,283,834,m,广东,0,False,-1
1987,霸氣芝士芒果_,00,金牛座,329,371,f,黑龙江,6,True,0
1988,JoJodududu,-1,天秤座,288,237,f,广东,6,False,-1
1989,一个叫无花的无辞,-1,巨蟹座,6788,550,f,浙江,8,True,0
1990,Lussuai,-1,摩羯座,154,313,f,浙江,6,False,-1
1991,在下清辞er,00,水瓶座,63,268,f,北京,1,False,-1
1992,Hannnnn_G,-1,天秤座,374,221,f,江苏,6,False,-1
1993,小太阳六桃,-1,金牛座,144,144,f,山东,1,False,-1
1994,瑶草奇花yo,90,金牛座,132,205,f,上海,1,False,220
1995,隆椎,90,水瓶座,11,102,f,内蒙古,1,False,-1
1996,修勾国国主,90,射手座,37,211,f,辽宁,1,False,-1
1997,琛瑜S,90,白羊座,131,578,f,辽宁,1,False,-1
1998,最喜欢panda酱,90,天蝎座,381,826,f,上海,0,False,-1
1999,CarotaAi_,-1,狮子座,592,1245,f,湖南,7,False,-1
2000,灼见非真知,-1,双鱼座,858,595,f,黑龙江,8,False,220
2001,九九十八_寒来暑往秋收冬藏,90,金牛座,679,230,f,浙江,7,False,-1
2002,求你快跑吧,00,天蝎座,2,29,f,北京,0,False,-1
2003,环游水星记-,00,金牛座,122,80,f,湖南,3,False,-1
2004,今天算法又多学了一点吗,90,摩羯座,26,282,m,北京,1,False,-1
2005,符决,-1,射手座,54,464,f,河南,1,False,-1
2006,在人间贩卖尴尬,-1,摩羯座,1,105,f,山东,1,False,-1
2007,今天我在富士山z,00,射手座,102,783,f,山东,2,False,-1
2008,芝士莓莓布雷烧,-1,狮子座,992,998,f,上海,2,False,-1
2009,春卷儿呀-,90,金牛座,167,383,f,河南,0,False,-1
2010,小乐乐de日常,00,天秤座,376,1662,f,辽宁,0,False,-1
2011,九聲秋蓬,00,双鱼座,68,210,f,江苏,1,False,-1
2012,等等灵魂的脚步,00,射手座,4,104,f,北京,0,False,-1
2013,小江旧事簿,-1,白羊座,1407,856,f,河北,5,True,0
2014,ccvvdks555,20,摩羯座,63,425,f,北京,1,False,-1
2015,HXX樱花树下,90,天秤座,25,229,f,广东,0,False,-1
2016,愈意_,90,双鱼座,412,499,f,广东,4,False,-1
2017,流老师家的白汐,00,巨蟹座,175,429,f,浙江,4,True,0
2018,帅哥们看看麻麻吧,00,狮子座,85,195,f,四川,1,False,-1
2019,包子2号机,00,天秤座,18,547,f,北京,0,False,-1
2020,在下小于爱吃烤鱼,-1,双子座,127,222,f,山东,3,False,-1
2021,肆月一日memo-,-1,白羊座,451,735,f,江苏,1,False,-1
2022,不生气公主,90,水瓶座,16,314,f,贵州,2,False,-1
2023,快乐属于小张,90,射手座,37,314,m,北京,3,False,-1
2024,RH--格林序列,00,摩羯座,158,509,m,安徽,4,False,-1
2025,KAISS_,-1,双鱼座,12022,878,f,浙江,3,True,0
2026,弹你一个脑瓜蹦233,00,狮子座,113,615,f,湖南,1,False,-1
2027,想吃火锅和水蜜桃,00,射手座,61,151,f,河北,1,False,-1
2028,不吃草的憨子,00,处女座,4,71,f,辽宁,0,False,-1
2029,陈思宇Kylin,90,巨蟹座,1027,726,m,北京,5,False,-1
2030,智者偏入爱河,-1,射手座,28,327,f,浙江,1,False,-1
2031,Juice_mo,20,天蝎座,213,254,f,上海,5,False,-1
2032,南小扒,00,双鱼座,135,1442,f,广西,1,False,-1
2033,麻辣乌冬里的炸炸天妇罗,-1,双子座,307,422,f,广东,0,False,-1
2034,萝卜小莫_太中人工呼吸了再改名,-1,巨蟹座,1013,505,f,北京,3,False,-1
2035,各个地方看出我坑很多,00,天蝎座,132,457,f,山东,1,False,-1
2036,重生之不想上班,00,天蝎座,2105,700,f,四川,6,True,0
2037,长在月亮上的山茶树,00,狮子座,55,398,f,山东,5,True,0
2038,过激兔吹bot_,50,白羊座,257,267,f,北京,6,False,-1
2039,小挠抚,-1,天秤座,901,501,f,上海,7,False,-1
2040,小猫饼kiki,90,处女座,2,30,f,河北,0,False,-1
2041,许九尾的宝贝,00,处女座,2,65,f,广东,0,False,-1
2042,e99burger,90,天秤座,348,427,f,上海,7,True,0
2043,Nuguogal,00,双鱼座,255,934,f,广东,1,False,-1
2044,马里亚纳小蓝鱼,-1,天蝎座,2,76,m,上海,0,False,-1
2045,草莓柠檬快乐星,-1,射手座,374,384,f,广东,6,True,0
2046,挽晚兮,20,水瓶座,58,275,f,湖南,2,False,-1
2047,泠柒离柒,-1,射手座,397,144,f,湖南,2,True,0
2048,_19号地球人_,-1,双鱼座,7,158,f,广东,1,False,-1
2049,今天也是enjoy的一天,00,水瓶座,100,652,f,海南,6,False,-1
2050,itsOkUk,90,摩羯座,124,531,f,福建,3,False,-1
2051,CITTY城主霸霸,00,双子座,203,478,f,广东,4,True,0
2052,45度鱼卷患者Kils,90,射手座,43,758,f,福建,4,False,-1
2053,阿加多多DDKSMSIM,10,巨蟹座,38,68,f,四川,1,False,-1
2054,檬拉丽沙沙,00,处女座,9,22,f,云南,0,False,-1
2055,粥小瓜_,00,白羊座,10804,543,f,浙江,6,True,0
2056,只想是拥有小可爱,-1,水瓶座,472,740,f,浙江,0,False,-1
2057,·吐司熊泡汤·,-1,处女座,358,1434,f,北京,6,True,0
2058,三嘞个口,-1,水瓶座,831,798,f,四川,7,True,0
2059,紅袍Mi2,90,金牛座,391,4161,f,上海,1,True,0
2060,小范同学biu,00,水瓶座,5,215,f,江苏,0,False,-1
2061,兲淂蒘辺,90,摩羯座,1,181,f,西藏,1,False,-1
2062,小寻的Haru,-1,金牛座,541,201,f,重庆,7,True,0
2063,大园长日记,80,处女座,51,535,m,北京,0,False,-1
2064,Kriscomer,-1,金牛座,531,276,f,上海,5,False,-1
2065,别人叫我刘木木,-1,巨蟹座,101,297,f,山东,6,False,-1
2066,海王TONG,-1,处女座,1268,369,f,北京,7,True,0
2067,云养萨馍耶,-1,天蝎座,574,115,f,湖南,5,True,0
2068,四月一日_蘑菇芯,90,白羊座,1322,1831,f,重庆,7,True,0
2069,GOTTHETHRILLS,00,天蝎座,5,60,f,北京,2,False,-1
2070,Miracle_inY,80,射手座,194,272,m,浙江,6,False,-1
2071,但凡有办法都不会经常亡命天涯,-1,天蝎座,270,4181,f,浙江,1,False,-1
2072,泡椒也不是泡椒0066,10,摩羯座,921,5091,f,重庆,0,False,-1
2073,半个橙子www,00,处女座,1,335,f,上海,1,False,-1
2074,不想长大201111,-1,双子座,416,1072,f,河南,1,False,-1
2075,soeunkim,90,射手座,170,481,f,上海,6,False,-1
2076,别喝了你_,-1,天秤座,212,199,f,安徽,6,False,-1
2077,溜溜小小区,80,双鱼座,387,678,m,广西,1,False,-1
2078,起个什么名字好呢ss,-1,巨蟹座,2,15,m,河南,2,False,-1
2079,想妄梨,-1,巨蟹座,12,159,f,天津,5,False,-1
2080,我是真的想搞选秀谁在准备选秀,10,摩羯座,56,437,m,台湾,1,False,-1
2081,种番茄的小萝卜,-1,摩羯座,1117,1439,m,广东,1,False,220
2082,星河茶多酚,90,金牛座,365,3172,f,福建,1,False,-1
2083,桃源中人tyzr,-1,射手座,3340,5879,f,安徽,1,False,-1
2084,生活小达人2019,00,天秤座,1180,226,f,北京,1,False,-1
2085,你好呀小果姐,90,双子座,498,1550,f,四川,4,False,220
2086,蒙蒙哒08376,-1,双子座,58,803,f,广东,0,False,-1
2087,藤井澍D,-1,处女座,640,785,f,安徽,1,False,-1
2088,君如明月照大江,00,双子座,1307,1598,m,广东,0,False,-1
2089,唐迪马修,-1,水瓶座,12525,803,m,黑龙江,0,False,-1
2090,乐观生活yy,50,金牛座,29,177,m,广东,0,False,-1
2091,风也听我说起过你i,80,处女座,114,164,f,天津,1,False,-1
2092,津津公主驾到统统闪开,00,水瓶座,51,133,f,天津,0,False,-1
2093,海风所到之处,00,双子座,46,93,f,重庆,0,False,-1
2094,种番茄的小萝卜,-1,摩羯座,1117,1439,m,广东,1,False,220
2095,遛狗不牵绳的都是垃圾,-1,处女座,287,2117,f,上海,1,False,-1
2096,没骗你一碗真不够吃,-1,双鱼座,469,507,f,上海,0,True,0
2097,Terry丶C丶N,90,双鱼座,115,539,m,上海,6,False,-1
2098,然然de左高丸,-1,双子座,9,117,f,甘肃,0,False,-1
2099,说实话的人不多了,80,白羊座,1,72,m,广东,1,False,-1
2100,YKitttttt,-1,狮子座,10,273,m,湖北,0,False,-1
2101,勋喵巧克力,90,射手座,77,146,f,湖南,0,False,-1
2102,谷流fayu-,-1,水瓶座,114,994,f,吉林,6,False,-1
2103,肉丝小,90,双鱼座,212,1173,f,河南,1,False,-1
2104,叶凡可不可以不要这么烦,00,双子座,47,126,m,江西,0,False,-1
2105,用户7562942373,90,天蝎座,1,409,m,北京,0,False,-1
2106,半个橙子www,00,处女座,1,335,f,上海,1,False,-1
2107,ryoryo716,00,摩羯座,75,656,f,台湾,0,False,-1
2108,抓你去喂猪猪,90,双鱼座,688,2665,f,广东,0,False,-1
2109,种番茄的小萝卜,-1,摩羯座,1117,1439,m,广东,1,False,220
2110,圈圈子圈,90,摩羯座,4,100,m,湖南,4,False,-1
2111,墙头蹦迪的薄荷荷,-1,双子座,295,676,f,福建,1,False,-1
2112,AAA奥利佛成衣批发,00,天秤座,2,10,f,福建,0,False,-1
2113,暖拥cy,00,白羊座,30,149,f,陕西,0,False,-1
2114,思念助纣为虐之后开始淡忘,90,双鱼座,20,239,f,山东,0,False,-1
2115,哆哆哎朵儿,-1,白羊座,42,140,f,江苏,0,False,-1
2116,大王巡山我跟班,90,巨蟹座,65,202,m,四川,0,False,-1
2117,猫c5,00,金牛座,15,157,f,辽宁,1,False,-1
2118,咚巴拉独角兽,00,处女座,34,169,f,重庆,0,False,-1
2119,lemon立夏,90,水瓶座,48,253,f,河南,0,False,-1
2120,伊比露利刃,80,狮子座,29,217,m,江苏,0,False,-1
2121,奔跑的包谷粑,80,狮子座,8,130,m,贵州,0,False,-1
2122,璐糕baby,90,处女座,72,268,f,湖北,0,False,-1
2123,小樂筱樂樂,90,狮子座,33,196,f,湖南,0,False,-1
2124,我唔知要叫咩名,90,天秤座,94,210,m,广西,1,False,-1
2125,-康凡凡,90,巨蟹座,55,115,f,河北,0,False,-1
2126,一切的一切都是记忆i,90,白羊座,13,97,m,江苏,0,False,-1
2127,jia529530,90,双子座,6,286,f,四川,0,False,-1
2128,卡布奇诺的挽歌,00,水瓶座,20,75,m,河南,1,False,-1
2129,isola0912,80,处女座,303,1423,f,湖南,0,False,-1
2130,鲁卡利欧Luka,90,金牛座,640947,2241,m,北京,7,True,0
2131,音熊-小忻,-1,射手座,238823,726,m,上海,7,True,0
2132,YY小舟,-1,巨蟹座,178,346,f,河南,6,False,-1
2133,老猫-198904,00,双子座,1,14,f,河南,0,False,-1
2134,起名字什么的最麻烦喏,00,双子座,9,301,f,上海,2,False,-1
2135,-我心降落-,-1,双子座,95,479,f,湖北,0,False,-1
2136,Mo楿柰LvLaGo22,00,处女座,162,809,f,四川,2,False,-1
2137,Gentleman鹿先森,90,天秤座,389,977,m,上海,0,False,-1
2138,松松泡饭Regulas,90,双子座,93,995,m,上海,1,False,-1
2139,挑食骷颅o崽,-1,射手座,112,79,f,上海,1,False,-1
2140,月亮的背面需要光,-1,狮子座,191,337,f,福建,0,False,-1
2141,壹杯芋泥啵啵,00,天秤座,3,156,f,山东,0,False,-1
2142,胡吃海喝小熊饼干,-1,金牛座,242,698,f,北京,6,False,-1
2143,少年23号,-1,水瓶座,1620,786,f,安徽,7,False,220
2144,口又口撇点,-1,巨蟹座,90,452,f,福建,1,False,-1
2145,i_DJYheqiuyan,90,狮子座,164,104,f,广东,5,False,-1
2146,芋头星星o,-1,双子座,8,37,f,河南,1,False,-1
2147,小茉莉的回归,-1,金牛座,1522,302,f,北京,2,False,-1
2148,伯爵夫斯基_,-1,摩羯座,1302,1478,f,四川,0,False,-1
2149,星星也会失眠oO,-1,天秤座,69,564,f,江苏,6,False,-1
2150,起司小菲_,90,狮子座,293,689,f,天津,7,False,-1
2151,甘木木木,00,巨蟹座,2,54,f,河南,0,False,-1
2152,呱呱在想我吗,00,金牛座,340,992,f,云南,4,False,-1
2153,被红浮夸_,90,双子座,2636,474,f,浙江,7,False,-1
2154,奶黄包激推,-1,巨蟹座,557,169,f,江苏,5,False,-1
2155,阿兴拒绝吃火锅,-1,双子座,92,197,m,上海,1,False,-1
2156,超级幸运美少女reki酱,00,金牛座,114,327,f,浙江,1,False,-1
2157,MIya_mimiyayaya,-1,双子座,60,87,f,广东,6,False,-1
2158,一杯凉凉凉茶,20,双鱼座,15,302,f,天津,0,False,-1
2159,RestlessTz_烦笙,-1,双鱼座,1284,452,m,河北,7,True,0
2160,LORDSIMAYI,-1,天蝎座,162,443,m,天津,1,False,-1
2161,坚强的爱哭包555,90,狮子座,1,21,f,河北,0,False,-1
2162,NanKinG一茶,90,双鱼座,10595,1433,f,北京,7,False,-1
2163,誩譶Zzz,90,天蝎座,195,189,f,广东,1,False,-1
2164,森唯Brilliant,00,天蝎座,731,772,f,重庆,5,True,0
2165,Krystal是薄荷味的_,-1,摩羯座,496,1560,f,上海,6,False,-1
2166,亦星天,10,白羊座,258,766,f,山西,2,False,-1
2167,Jessiegroove,90,金牛座,785,2701,f,陕西,6,False,-1
2168,卡欧露菌,-1,双鱼座,1088,2222,f,广东,1,False,220
2169,RA5h11m29s-Nov51929,80,摩羯座,1,64,f,上海,0,False,-1
2170,喝AD钙奶长大的旺仔,-1,金牛座,221,79,f,浙江,0,False,-1
2171,美fufu的大萍儿,80,天秤座,409,2644,f,上海,6,False,-1
2172,吴六六六,90,双鱼座,246,205,f,福建,6,False,-1
2173,春夜_,10,白羊座,56,291,f,新疆,2,False,-1
2174,你还有酸奶疙瘩吗,-1,双鱼座,322,310,f,湖南,6,False,-1
2175,那片花海面白,90,双鱼座,17,92,f,四川,0,False,-1
2176,AWY-long,-1,白羊座,135,433,f,山东,6,True,0
2177,要好好学习的小蟹子呀,10,巨蟹座,107,342,f,北京,0,False,-1
2178,等鱼炸咸,-1,狮子座,60,909,f,浙江,1,False,-1
2179,Mukuro崇生君,90,处女座,2800,436,f,黑龙江,4,True,0
2180,小美伢阿-,10,白羊座,300,829,f,广西,0,False,-1
2181,kkkkiiiie-,-1,摩羯座,2,89,f,北京,0,False,-1
2182,小鱼hoo7,-1,处女座,267,394,m,河南,1,False,-1
2183,芒果不忙果,-1,摩羯座,445,4647,f,上海,1,False,-1
2184,孩子_0801,-1,狮子座,199,667,f,浙江,6,False,-1
2185,奶味茶_,-1,天蝎座,166,689,f,湖北,2,True,0
2186,CalinRain,00,水瓶座,90,156,f,重庆,3,False,-1
2187,逆风的网文小白,-1,射手座,677,1632,f,浙江,0,False,200
2188,Jilyeol2_,-1,金牛座,681,589,f,广东,6,False,220
2189,Ah_怎么吃不会胖,-1,白羊座,4,848,f,北京,1,False,-1
2190,余小蛇y,-1,摩羯座,258,268,f,湖南,6,True,0
2191,Geminiansukie,-1,双子座,373,289,f,北京,1,False,220
2192,路知知的小wifi,-1,金牛座,6,49,f,福建,0,False,-1
2193,诶神AAkami,90,金牛座,8581,1892,m,湖北,7,False,220
2194,Boomies,-1,水瓶座,15,37,m,北京,0,False,-1
2195,an_0328,-1,天蝎座,2,54,f,江苏,1,False,-1
2196,Kurumiai,80,处女座,38,82,f,上海,5,False,-1
2197,婧雯文静静雯,-1,天秤座,1249,1018,f,福建,7,False,220
2198,慕斯也苏苏,-1,白羊座,13337,997,f,北京,8,True,0
2199,miaomiao的小平,-1,巨蟹座,281,3334,f,北京,2,False,-1
2200,新乐府,-1,摩羯座,268974,1038,m,北京,6,True,2
2201,媛门,-1,巨蟹座,660,732,f,安徽,5,True,0
2202,鲸鲤上岸my雪宁饱饱来咯,00,水瓶座,905,1266,f,湖南,4,True,0
2203,28号鸡肉串,00,水瓶座,91,284,f,山西,0,False,-1
2204,七月在野w,-1,摩羯座,124,236,f,江苏,0,False,-1
2205,啃忒羊_ss,80,巨蟹座,38,342,f,陕西,2,False,-1
2206,向东走一里,-1,双子座,1813,53,m,天津,0,False,220
2207,一碗霸气的汤圆,-1,摩羯座,132,1169,f,浙江,0,False,-1
2208,安_律,-1,水瓶座,116,310,f,广东,0,False,-1
2209,好想对你说Zz,-1,摩羯座,47,122,f,北京,3,False,-1
2210,YNNNNn_N,00,双子座,32,295,f,湖北,1,False,-1
2211,菲奥娜坐低,-1,摩羯座,1643,592,f,广东,6,True,0
2212,娱闻指南,-1,巨蟹座,1795111,432,m,北京,6,True,0
2213,-差不多有快乐-,00,金牛座,189,89,f,浙江,7,True,0
2214,水番小兔,-1,巨蟹座,77,293,f,天津,0,False,-1
2215,sakulove77,90,水瓶座,1741,782,f,上海,4,False,220
2216,Noe_So,-1,天蝎座,211,393,m,广东,7,False,-1
2217,今天超想喝橙汁,00,金牛座,1,208,f,四川,1,False,-1
2218,之乎者也也也也也也也,-1,处女座,321,125,f,上海,0,False,-1
2219,鱼like抹茶,-1,处女座,197,6417,m,广东,5,False,-1
2220,一颗柚子糖yy,-1,摩羯座,58,581,f,安徽,1,False,-1
2221,08chan,00,天秤座,75,203,m,广东,0,False,-1
2222,果糖痴迷症候群_ZZ,80,摩羯座,312,2584,f,北京,7,True,0
2223,DENGLUILUI,-1,水瓶座,402,391,f,重庆,0,False,-1
2224,音乐剧戒断中暂无不良反应,-1,天秤座,257,1192,f,天津,4,False,-1
2225,Su丶晴,-1,处女座,645,360,f,辽宁,2,False,-1
2226,Rhyme饼大师,00,双子座,17,191,f,江苏,0,False,-1
2227,七秀坊的一条锦鲤,90,水瓶座,225,452,f,天津,4,False,-1
2228,暴走萝莉本鲤,90,狮子座,389,415,f,河南,0,False,-1
2229,马支苏苏要出柜,-1,射手座,40,183,m,安徽,0,False,-1
2230,寻找轨道butterfly,00,处女座,7,85,f,江苏,0,False,-1
2231,白织粟,90,天蝎座,3,96,f,河南,1,False,-1
2232,有榆钱,-1,白羊座,29,82,f,北京,1,False,-1
2233,oO林阿林Oo,-1,金牛座,14011,362,f,江苏,2,False,-1
2234,仁慈者在杀戮,-1,射手座,202,155,f,浙江,7,False,-1
2235,Beatrice-day,00,双鱼座,11,104,f,湖南,0,False,-1
2236,Iridescent_桃,00,金牛座,1156,1436,f,河南,6,True,0
2237,KUMA熊吉_努力社畜,90,巨蟹座,765,591,f,广东,1,False,220
2238,rnm我不要延毕,-1,巨蟹座,72,1343,m,上海,1,False,-1
2239,绰裕_Lex,-1,狮子座,330,217,m,上海,0,False,-1
2240,流MANG宝宝,-1,水瓶座,112,324,f,北京,0,False,-1
2241,我是脑仁,00,白羊座,38,290,f,上海,1,False,-1
2242,盐麹康二,-1,白羊座,965,772,m,内蒙古,1,False,220
2243,我也叫王静,90,双鱼座,94,425,f,河北,1,False,-1
2244,钐镰客单推人_乌鸦,-1,水瓶座,678,635,m,广东,5,True,0
2245,幸运值什么时候能从E到2B,90,巨蟹座,105,302,f,广西,6,False,-1
2246,絕對臭臉,-1,摩羯座,1039,218,f,北京,2,False,-1
2247,-伊图青草,-1,处女座,465,305,f,陕西,1,False,220
2248,Orangjuicy_橘子,30,天蝎座,33,267,f,广东,1,False,-1
2249,姬长墓,-1,白羊座,19,261,m,浙江,0,False,-1
2250,你在说什么呀我都听不懂欸,90,白羊座,6,117,f,北京,0,False,-1
2251,起名太难了猫都不会,00,天秤座,1711,307,f,陕西,5,False,-1
2252,AkiDiisney,-1,摩羯座,201,424,f,湖南,6,False,-1
2253,起名废-玙,90,双子座,119,210,f,山西,1,False,-1
2254,打boss恨boss,-1,巨蟹座,976,2487,f,贵州,3,True,0
2255,乐乐乐游吖,-1,处女座,254,681,f,河南,1,False,-1
2256,SoJoon,90,天秤座,983,363,f,北京,4,False,-1
2257,桃子味的葡萄1981,90,双子座,1,1113,m,山西,0,False,-1
2258,Yuukoxxx,90,双子座,393,266,f,广东,4,False,220
2259,Dannysdu,-1,双鱼座,276,56,f,浙江,5,False,-1
2260,用户7771700546,00,双子座,1,664,f,湖南,0,False,-1
2261,陪伴成长记录,80,处女座,269,1350,f,北京,2,False,-1
2262,白衿775,00,金牛座,2,27,f,陕西,0,False,-1
2263,铭月心动来电,-1,狮子座,78,131,f,广东,5,False,-1
2264,佛系样,-1,水瓶座,875,1043,f,广东,5,True,0
2265,文的飞行日记,90,双子座,201,118,f,四川,6,False,-1
2266,丨爱在暗黑之中丨,-1,天蝎座,1060,1132,m,江苏,8,True,0
2267,却又像风_琢磨不住,-1,双子座,1,1338,m,江苏,0,False,-1
2268,电子鱼梦想游到仿生海洋,00,天蝎座,88,463,m,贵州,4,False,-1
2269,鱼like抹茶,-1,处女座,197,6417,m,广东,5,False,-1
2270,Thea图片储存器,90,双鱼座,2,52,f,上海,2,False,-1
2271,饭也太好吃了吧jjzm,00,水瓶座,310,724,f,重庆,1,False,-1
2272,Kevin孔荣笙,90,摩羯座,382,243,m,浙江,0,False,-1
2273,夏安安Accordion,-1,天秤座,1346,973,m,上海,6,False,220
2274,Meow_筱苗,-1,狮子座,609,2968,m,北京,7,False,-1
2275,桦Christina,80,天秤座,327,388,f,上海,1,False,-1
2276,-洛洛洛洛-,-1,天蝎座,1555,625,f,上海,6,True,0
2277,此77是彼77,90,天秤座,166,206,f,河北,5,False,-1
2278,又是和小刘一起暴富的一天,90,处女座,1014,768,f,山东,1,False,220
2279,李海江1_73157,80,狮子座,90,169,f,浙江,0,False,-1
2280,内心平和一点,90,狮子座,6,392,f,重庆,1,False,-1
2281,来成微博,-1,金牛座,235,5088,m,上海,0,False,-1
