id,screen_name,year,xinzuo,followers_count,friends_count,gender,location,mbrank,verified,verified_type
391,Beautiful-Sai,-1,狮子座,1,2381,m,浙江,0,False,-1
392,Youngforyou-wg,-1,双子座,108,96,f,北京,1,False,-1
393,深海细水非官方运营号,90,射手座,1011,350,f,福建,5,False,-1
394,白薯挺香哒,-1,双鱼座,2460,322,f,广东,6,False,-1
395,古月斯人,-1,射手座,2303,177,f,江苏,2,True,0
396,柴柴999,-1,处女座,160,244,f,天津,3,False,-1
397,今天有跟这个世界熟一点吗,00,双鱼座,409,442,f,上海,6,False,-1
398,Shirleyaaa,00,射手座,170,179,f,江西,2,False,-1
399,重生之我在打水月肉鸽,00,摩羯座,700,317,f,浙江,3,True,0
400,绘梨音,-1,巨蟹座,3656,259,f,浙江,7,False,-1
401,今天的奶茶有点甜-,-1,水瓶座,97,95,f,广东,1,False,-1
402,悦-lotus,00,天秤座,179,1203,f,重庆,6,False,-1
403,芝士年糕火锅wo,90,射手座,113,839,f,江苏,0,False,-1
404,谁能骂醒我啊,90,水瓶座,167,491,f,北京,2,False,-1
405,怎么吃都不长胖呀,-1,水瓶座,110,124,f,山东,6,False,-1
406,北秋与鸦,00,双子座,64,391,f,江苏,2,True,0
407,不想起床sei,-1,狮子座,79,57,f,云南,1,False,-1
408,支棱起来拔,90,巨蟹座,127,102,m,河北,0,False,-1
409,这个是梦啊,90,巨蟹座,35,446,m,江苏,0,False,-1
410,-西瓜西瓜我是西瓜-,90,双鱼座,178,479,f,贵州,1,False,-1
411,鱼籽饭中卜口,90,巨蟹座,457,293,f,北京,7,False,-1
412,-听音yuzu-,-1,处女座,17,124,f,山西,6,False,-1
413,神秘消失的第五张图,-1,白羊座,4,45,f,江苏,0,False,-1
414,反正有只小猫-,-1,双子座,61,194,f,北京,5,True,0
415,蓝莓丢了霉alfal,90,狮子座,88,533,f,陕西,1,False,-1
416,小鱼吃生米,-1,射手座,34,204,f,江苏,2,False,-1
417,Foridean,-1,狮子座,39,148,f,广东,1,False,-1
418,永远17岁的少女乖,-1,双子座,952,516,f,上海,7,False,220
419,三十八度六点六,-1,狮子座,28,385,m,西藏,5,False,-1
420,我是一个高赛大学生,00,天蝎座,34,120,f,福建,2,False,-1
421,晚风微微醺_,00,水瓶座,7,70,f,云南,1,False,-1
422,白家莫苏,-1,双鱼座,6300,570,f,天津,7,True,0
423,DANICA祎祎,90,水瓶座,7,46,f,北京,3,False,-1
424,_wilderness,00,射手座,410,316,m,台湾,1,False,-1
425,从未见过如此爱嗑cp之人,-1,天蝎座,99,274,f,天津,6,False,-1
426,用户7264989536,80,金牛座,18,1300,m,江苏,0,False,-1
427,吉吉国王后0430,90,天秤座,141,381,f,河北,1,True,0
428,Ly仔_823,90,处女座,417,170,f,上海,6,False,-1
429,一抬头天就晴,-1,巨蟹座,4,35,m,四川,2,False,-1
430,弓长本长,00,天秤座,195,484,f,重庆,2,False,-1
431,单单三日005,-1,双鱼座,95,188,f,湖北,6,True,0
432,鱼君-,90,双鱼座,400,383,f,上海,0,False,-1
433,花儿酒馆,-1,白羊座,985,625,f,吉林,7,True,0
434,京洛一孤杯,-1,处女座,136,470,f,浙江,6,False,-1
435,-维妮比妮,00,处女座,51,240,f,安徽,0,False,-1
436,demo幻想日记,-1,处女座,1,78,f,江苏,1,False,-1
437,干燥小狗茶山梓,-1,白羊座,21,1467,f,江苏,2,False,-1
438,苜雅微言,80,双子座,7825,2230,f,重庆,6,True,0
439,莓镁划水,00,白羊座,2,73,f,江苏,1,False,-1
440,许Sunny,-1,巨蟹座,725,1505,f,上海,0,False,220
441,桃子想淘,90,处女座,68,161,f,江苏,1,False,-1
442,H1dmldmlh_by,80,金牛座,1300,549,f,天津,7,True,0
443,野汽捉雾灯咔-,-1,摩羯座,462,418,f,福建,1,False,-1
444,河北谷爱凌,-1,处女座,312,569,f,河北,6,True,0
445,無尽厚愛,00,射手座,13,531,f,河南,1,False,-1
446,一亿年前的花,-1,金牛座,62,196,f,江苏,0,False,-1
447,不不不不我脸不大,-1,射手座,125,252,f,重庆,3,False,-1
448,帕苏苏帕,-1,摩羯座,3,165,f,广东,0,False,-1
449,森林中的Sylvia,-1,摩羯座,1148,313,f,江苏,0,True,0
450,D_不努力可不行呀,90,天秤座,27,313,f,江苏,4,False,-1
451,小赵正在努力中中,-1,天蝎座,3,216,f,河南,1,False,-1
452,阿塔塔的酒窝,90,双子座,60,126,m,四川,0,False,-1
453,白日烟雨醉,90,金牛座,14,46,f,江苏,0,False,-1
454,白白白白萱白_,-1,白羊座,1103,412,f,江苏,7,True,0
455,白月之空,80,双子座,52443,88,f,北京,7,True,0
456,CC的爆炸头,-1,双子座,89,333,f,上海,4,False,-1
457,特殊杂质甲,-1,狮子座,57,450,f,浙江,2,False,-1
458,路过清颜,-1,摩羯座,266,103,m,重庆,8,True,0
459,rua噗噗rua噗,-1,白羊座,57,136,f,江苏,1,False,-1
460,背挺直多喝水,-1,双鱼座,87,554,f,广东,2,False,-1
461,再来点肉松,70,狮子座,191,373,f,上海,5,False,-1
462,未来可亓,-1,水瓶座,1539,213,m,上海,1,False,-1
463,张张_327,90,白羊座,594,472,f,北京,2,False,220
464,星落于长安,-1,天蝎座,2,48,f,上海,3,False,-1
465,布里塔尼亚皮皮王,90,狮子座,1060,2277,f,广东,6,True,0
466,宇宙和星星脆片,60,天蝎座,1,135,f,广东,0,False,-1
467,派兀兀,20,巨蟹座,57,616,f,上海,6,True,0
468,棒人間_living_ver,-1,巨蟹座,143,293,f,北京,1,False,-1
469,tomatoma我是塔子听到请回答,90,射手座,100,1000,f,广东,1,False,-1
470,不管了爱咋滴咋滴,00,狮子座,129,200,f,江苏,2,True,0
471,等着下班的姜饼,-1,摩羯座,58,274,f,上海,0,False,-1
472,JM一橙,-1,摩羯座,1384,189,f,黑龙江,7,True,0
473,棉花糖Candy兜,00,巨蟹座,1,172,f,江苏,1,False,-1
474,凇椏予盐魚_宋訏,90,双子座,11,191,f,四川,0,False,-1
475,墨叶苏mo,-1,巨蟹座,20,225,f,广东,1,True,0
476,·猫头鹰会有大板牙吗·,-1,双鱼座,430,1713,f,上海,5,True,0
477,长身傻貂的矮人爹,00,天秤座,40,331,f,湖南,1,False,-1
478,咩嘢先,-1,摩羯座,6177,265,f,广东,6,False,-1
479,今天喜欢柚子奶昔,10,摩羯座,54,210,f,北京,0,False,-1
480,椰泥如意卷is6,-1,金牛座,1179,117,f,江苏,6,False,-1
481,大园长日记,80,处女座,51,535,m,北京,0,False,-1
482,莲alian11,80,处女座,1,275,f,山东,6,False,-1
483,不想理你ll,-1,天蝎座,64,42,f,上海,1,False,-1
484,格基Kiki芃芃der,-1,狮子座,167,197,f,重庆,1,False,-1
485,乔豆麻代代代,90,处女座,182,165,f,湖南,3,False,-1
486,李大凾,-1,摩羯座,332,490,f,江苏,0,False,-1
487,好好努力0-0,10,金牛座,318,344,f,广东,0,False,220
488,麻辣芝士碎,00,天蝎座,32,277,f,北京,1,False,-1
489,凌的夏天,-1,金牛座,356,4300,f,广东,0,False,-1
490,RunFreely-lucky,-1,巨蟹座,64,2423,f,四川,1,False,-1
491,happy少了个p,00,天秤座,709,362,f,湖南,2,False,-1
492,薄荷微凉少年时_o,-1,狮子座,384,506,f,辽宁,1,False,-1
493,草莓炖桑葚,20,天蝎座,267,734,f,西藏,1,False,-1
494,LingZ127,-1,天蝎座,3,116,f,湖南,0,False,-1
495,咻咻咻咻修狗狗,00,白羊座,46,422,f,山东,1,False,-1
496,椰奶味泡泡,90,双子座,131,240,f,江苏,1,False,-1
497,稍后就来,-1,天蝎座,599,1796,f,北京,5,False,-1
498,落樱之下新兰恋,00,白羊座,426,732,f,上海,2,False,-1
499,留云借月公子羽,-1,白羊座,703,1897,f,四川,7,False,220
500,热血女高限时返场中,-1,金牛座,29,94,f,重庆,0,False,-1
501,梅子就是偏爱淡蓝色,-1,摩羯座,854,700,f,北京,4,False,220
502,庆囍儿_yummy,-1,天蝎座,13102,1435,f,陕西,2,True,0
503,_Yvonne_99,-1,金牛座,136,388,f,黑龙江,0,False,-1
504,酱油就酱酱,-1,处女座,71,351,f,四川,6,False,-1
505,ii来辽,00,狮子座,120,143,f,广东,1,False,-1
506,圆滚滚胖乎乎的肉丸,90,水瓶座,29,159,f,北京,0,False,-1
507,yy_can_do_it,90,金牛座,523,625,f,山西,6,False,-1
508,想睡觉睡到天昏地老,-1,天蝎座,86,280,f,广东,0,False,-1
509,1Krystal-provance,90,射手座,115,382,f,江苏,0,False,-1
510,yuki火星老思姬,90,摩羯座,1049,1213,f,贵州,1,False,220
511,至死方休zsfx,10,金牛座,12270,819,f,黑龙江,6,True,0
512,爱喝芒果绿的ANing,-1,处女座,11,333,f,福建,1,False,-1
513,弹走笑出的鱼尾纹,00,双子座,75,601,f,天津,1,False,-1
514,仙妖711,90,双鱼座,110,514,f,云南,1,False,-1
515,小裤窗前有月亮-,-1,白羊座,144,220,f,江西,1,True,0
516,桃子没核,-1,巨蟹座,258,193,f,北京,6,False,-1
517,-宁采臣的宁,-1,射手座,97,365,f,四川,2,False,-1
518,叮儿小铃铛1003,00,白羊座,160,1572,f,河南,1,False,-1
519,橘猫想吃蟹黄粉丝,-1,处女座,122,540,f,山西,3,False,-1
520,梵_不烦,90,白羊座,14,87,f,山东,2,False,-1
521,谢小琪同学,90,射手座,43,404,f,河南,0,False,-1
522,记得要摆烂,90,射手座,5,59,f,江苏,0,False,-1
523,皮蛋不吃蛋x,00,天秤座,3894,447,m,海南,6,False,-1
524,hiPooh_,10,射手座,742,700,f,湖南,2,False,-1
525,3yfunnt,-1,金牛座,150,301,f,广东,3,False,-1
526,周周周周Coisini,-1,射手座,905,328,f,山东,5,True,0
527,一个Sinhe,-1,处女座,691,1402,f,上海,1,False,-1
528,嘎嘎乱杀鳄了玛,-1,摩羯座,8,169,f,重庆,6,False,-1
529,紫苏不苏哇,00,双鱼座,5,332,f,内蒙古,0,False,-1
530,莎莎在这儿呢,-1,双鱼座,218,694,f,山西,1,False,-1
531,炸鸡神呦,90,天蝎座,364,73,f,重庆,1,False,-1
532,司马宸寰,-1,双鱼座,1153,826,m,黑龙江,7,True,0
533,一块麻瓜,-1,天秤座,224,387,f,山东,6,False,-1
534,你到底想不想吃炸鸡,00,摩羯座,87,393,f,安徽,1,False,-1
535,我是绿叶菜星人,90,水瓶座,3,94,m,山西,1,False,-1
536,颜叶Aileen,00,摩羯座,142,799,f,广东,0,False,-1
537,唐尼不汤尼,-1,狮子座,1269,799,f,广东,6,True,0
538,yukina夏乏中,-1,处女座,11218,419,f,上海,6,True,0
539,我不系土豆,-1,天蝎座,804,286,f,浙江,1,True,0
540,银河涯,-1,摩羯座,25,402,f,江苏,6,False,-1
541,ZYngQ-ng,-1,摩羯座,48,406,f,福建,1,False,-1
542,蕾蕾姐Akira,-1,狮子座,573,926,f,四川,6,True,0
543,乌拉拉之神额,00,摩羯座,1,203,f,北京,0,False,-1
544,雪菡sunshiny,90,金牛座,206,197,f,山东,3,False,-1
545,summer密语,-1,狮子座,300,441,f,上海,6,False,-1
546,白昼羲和,-1,射手座,251,637,f,西藏,6,False,-1
547,快乐挂家的小跟班,70,摩羯座,96,314,f,浙江,1,False,-1
548,LuCi_YH,-1,射手座,11,185,f,河南,2,False,-1
549,自闭中请勿扰,90,巨蟹座,505,254,f,广东,6,False,-1
550,最讨厌英语单词,00,处女座,33,722,f,湖北,1,False,-1
551,i_mlliuy,-1,白羊座,142,915,f,北京,1,False,-1
552,我发量超多哒,00,巨蟹座,41,600,f,北京,1,False,-1
553,一个97_,00,双子座,188,278,f,河北,5,True,0
554,废话练习BABIL,00,金牛座,238,813,f,上海,6,True,0
555,想新名字好麻烦,-1,天秤座,102,6,f,河南,1,False,-1
556,不吃辣椒多放葱花,-1,处女座,49,740,f,西藏,1,False,-1
557,倾输,-1,双子座,1784,363,f,北京,7,False,-1
558,晒太阳的静静子,-1,金牛座,183,282,f,北京,0,False,-1
559,orekikiki,-1,双鱼座,2299,1101,m,江苏,6,True,0
560,卡布叻_周小春,-1,水瓶座,22,786,f,江苏,0,False,-1
561,雪阿雪啊_ki,90,射手座,48,107,f,贵州,4,False,-1
562,清风有味jczy,00,白羊座,1,53,f,浙江,0,False,-1
563,麵包與記錄員,90,天蝎座,1711,489,m,广东,6,False,220
564,笨比老婆奴,00,白羊座,24,116,f,广东,0,False,-1
565,0429061916dayyds,-1,巨蟹座,176,404,f,江苏,4,False,-1
566,铃铛1467,90,双鱼座,23,279,f,吉林,0,False,-1
567,Cyahoooo,90,白羊座,199,565,f,河南,1,True,0
568,kiyomiemie,-1,巨蟹座,246,258,f,湖南,6,False,-1
569,台灯卡了,90,水瓶座,3,255,f,浙江,2,False,-1
570,土方拾肆郎第壹夫人,90,巨蟹座,362,257,f,湖南,2,False,-1
571,BoerAyu,-1,天秤座,2860,563,m,山东,1,True,0
572,Asirish,40,摩羯座,19,55,f,北京,0,False,-1
573,亲亲黄垚钦-,90,天蝎座,52,418,f,北京,1,False,-1
574,咖啡终极爱好者,00,摩羯座,78,445,f,广东,1,False,-1
575,破破丸子呀,90,天秤座,103,166,f,安徽,6,False,-1
576,霹雳娇娇席,00,金牛座,274,693,f,河北,1,True,0
577,咖啡终极爱好者,00,摩羯座,78,445,f,广东,1,False,-1
578,汤达人·,90,双鱼座,181703,601,f,湖北,7,True,0
579,1999年新西兰的小狗,-1,双子座,10513,1179,f,广东,6,True,0
580,柚子要戒糖cc,90,双子座,115,200,f,安徽,1,False,-1
581,WALL·E不孤单,90,摩羯座,111,115,f,北京,0,False,-1
582,想去百亩森林和小熊酿蜂蜜,-1,天蝎座,157,81,f,上海,1,False,200
583,咖啡终极爱好者,00,摩羯座,78,445,f,广东,1,False,-1
584,你得不到的一一,-1,处女座,122,194,f,湖南,1,False,-1
585,说疯咂谁是疯咂,90,双鱼座,10640,448,f,上海,5,False,-1
586,龚喜发财想发财,00,白羊座,8,149,f,北京,1,False,-1
587,在冬日赏星,-1,狮子座,69,409,f,福建,2,False,-1
588,是阿隆a,90,巨蟹座,50,166,m,广东,0,False,-1
589,来瓣儿桔子尝一尝,-1,白羊座,187,430,f,重庆,6,True,0
590,再蠢就离谱,-1,射手座,479,492,f,广东,6,False,-1
591,抛瓦吐司耶,-1,射手座,240,440,f,山东,7,False,-1
592,撬撬脑金,00,金牛座,68,164,f,重庆,0,False,-1
593,小五55五五五五五55555五五55,90,双子座,479,765,f,北京,2,False,-1
594,山无相遇,-1,狮子座,436,365,f,重庆,1,False,-1
595,婉仪长公主格格-李傅婉仪,-1,巨蟹座,1181,536,f,天津,6,False,220
596,H为初,90,水瓶座,5,7,m,安徽,0,False,-1
597,叶会陪你们,90,狮子座,142,1259,f,江西,1,False,-1
598,去年还是甜崽,-1,天秤座,184,567,f,山东,0,False,-1
599,一只狗狗狗狗狗狗,00,射手座,5,244,f,山东,0,False,-1
600,麻烦来一打烧酒,90,白羊座,348,298,m,四川,6,True,0
601,酸菜鱼一条呀,-1,巨蟹座,6,384,f,福建,2,False,-1
602,换了个马甲的木木,-1,水瓶座,119,587,f,上海,6,False,-1
603,桑榆不是麦香鱼,00,巨蟹座,315,1482,f,天津,0,True,0
604,浪漫疯子金师傅,90,白羊座,56,115,f,海南,0,False,-1
605,朱樱番茄沙司,-1,摩羯座,1820,788,f,重庆,6,False,220
606,shellyhhhhh,90,天秤座,65,317,f,重庆,0,False,-1
607,做实验小能手,90,水瓶座,7,149,f,上海,0,False,-1
608,绿色的皮革,-1,摩羯座,269,3084,f,河北,6,False,-1
609,小熊好纠结,-1,巨蟹座,6143,146,f,上海,8,True,0
610,小圆脸脚链链_,90,天秤座,820,521,f,四川,7,False,-1
611,芒果的西柚,-1,处女座,1358,207,f,福建,1,False,220
612,还是要好好好好睡觉,-1,天秤座,341,151,m,北京,2,False,-1
613,七一久伴,-1,天蝎座,20,706,f,重庆,0,False,-1
614,番茄儿番茄27,-1,摩羯座,42,651,f,广东,0,False,-1
615,XuXu爱喝甜牛奶_,-1,水瓶座,1257,277,m,山东,2,False,-1
616,暮序春藏,-1,水瓶座,1748,459,f,北京,7,True,0
617,肉福泥,00,摩羯座,198,351,m,西藏,7,False,-1
618,一团毛线球ooO,-1,水瓶座,1,104,f,江苏,2,False,-1
619,kkkiinnnn,-1,金牛座,147,306,f,江苏,7,False,-1
620,呼呼sunflower,10,白羊座,198,627,f,云南,0,False,-1
621,早八困如狗,90,天蝎座,329,477,f,四川,2,False,-1
622,Fxxk-it_Lee,-1,金牛座,274,295,f,湖北,5,False,-1
623,不努力怎么去见爱豆啊,-1,天蝎座,177,894,f,天津,0,False,-1
624,色拉是1朵野玫瑰,-1,狮子座,4470,1252,f,上海,0,False,220
625,嗨_哈库吶玛塔塔,-1,摩羯座,272,452,f,江苏,0,False,220
626,鲜芋chiffon,-1,白羊座,28,1375,f,河北,5,False,-1
627,誚諪,00,金牛座,2,0,f,福建,0,False,-1
628,啵气爆赞,-1,天秤座,13,2999,f,湖北,0,False,-1
629,序eeeee,-1,处女座,2,54,f,北京,1,False,-1
630,·Moonmon_,00,双子座,79,183,f,辽宁,1,False,-1
631,圣马利诺之心,80,白羊座,16,109,f,北京,0,False,-1
632,丸子耀爱秀,00,天秤座,1,105,f,贵州,0,False,-1
633,doooooooa,-1,摩羯座,317,656,f,湖南,1,False,-1
634,小小小小小小小小的时光,-1,天秤座,4231,132,m,浙江,1,False,-1
635,北京某知名富婆,00,双子座,235,1460,f,北京,6,False,-1
636,MoreCafe与Joker,-1,双子座,1520,1209,f,四川,0,False,-1
637,土里土气的小市民,-1,射手座,280,61,f,福建,1,False,220
638,钝感光波_哔,-1,天秤座,56,709,f,江苏,7,False,-1
639,Pepo籽,00,白羊座,312,226,m,天津,3,False,-1
640,停在川崎,-1,天蝎座,411,243,f,江苏,6,False,-1
641,那就一直游到海水变蓝吧,-1,双子座,3044,770,f,湖南,3,False,-1
642,阿睿不想努力了,-1,射手座,250,284,f,河南,1,False,-1
643,小狗会和你摇摇手,-1,处女座,234,693,f,江苏,5,False,-1
644,泽狗不是泽猫是泽狗,90,巨蟹座,21088,412,f,湖南,7,True,0
645,顾-池,90,处女座,293,262,f,北京,0,False,-1
646,对于蛇皮,10,水瓶座,865,3081,f,湖北,4,False,-1
647,不止那句晚安,-1,白羊座,1153,1055,f,重庆,3,False,-1
648,西伶Lim,80,天蝎座,716,432,f,上海,2,False,-1
649,荼靡欲燃,10,水瓶座,54,536,f,湖南,0,False,-1
650,oO魔力雪泡,-1,水瓶座,1125,293,f,江苏,6,False,220
651,莲小蓬,-1,白羊座,18,419,f,广东,0,False,-1
652,薛定谔的鱼骨,90,巨蟹座,82,538,f,贵州,1,False,-1
653,哞一只哞,-1,射手座,25,37,f,湖南,0,False,-1
654,荔枝三百颗_,-1,双鱼座,2,13,f,上海,3,False,-1
655,每天都很困的ting,00,双鱼座,31,113,f,福建,1,False,-1
656,拔刀吧稀饭,-1,天蝎座,122,77,f,安徽,4,False,-1
657,不吃肥肉ol,-1,白羊座,104,213,f,浙江,1,False,-1
658,小兔子丫头,-1,白羊座,22,939,f,江苏,6,False,-1
659,jjkqtwl,90,天秤座,237,3505,f,河北,0,False,-1
660,Fandaniel_,90,双子座,607,782,m,贵州,5,False,220
661,Rongmer2,90,狮子座,98,895,f,上海,0,False,-1
662,小L想要瘦,-1,天秤座,50,385,f,福建,1,False,-1
663,怪怪牌Birdy,10,金牛座,101,451,f,辽宁,6,False,-1
664,小靴今天追上快乐了吗,-1,射手座,240,168,f,上海,6,False,-1
665,青头仔_,90,天蝎座,71,685,f,山东,1,False,-1
666,酥糖的影儿,90,狮子座,143,128,f,湖北,0,False,-1
667,Dai_小呆_,-1,处女座,369,342,f,江苏,0,False,-1
668,云云幺幺,90,摩羯座,35,121,f,河南,0,False,-1
669,MMD萌面超人,80,摩羯座,33,84,f,北京,0,False,-1
670,cpcpcpcp_cp,00,巨蟹座,58,795,f,广西,0,False,-1
671,蘇三su3,-1,白羊座,813,77,f,台湾,7,False,-1
672,亦秋aki_,90,白羊座,4431,474,f,山东,1,True,0
673,王珂的小狗,90,双鱼座,34,356,m,山西,0,False,-1
674,冬霁yuud,00,处女座,363,338,f,福建,1,False,-1
675,李一桐毕雯珺官宣结婚了吗,90,双子座,5,103,f,江苏,0,False,-1
676,AD钙奶_ad,90,巨蟹座,1535,536,m,北京,6,False,-1
677,暴雨狂澜你还是你,-1,天秤座,59,113,f,湖南,0,False,-1
678,不高兴和睡不醒也有人用了,-1,天蝎座,594,639,f,广东,8,True,0
679,就生气怎么了,00,白羊座,29,599,f,北京,1,False,-1
680,鸟萌Larry,90,天秤座,275,298,f,北京,4,False,-1
681,偷狗大队耶,-1,白羊座,28,134,f,江西,1,False,-1
682,新木樱子,90,摩羯座,73,565,f,北京,0,False,-1
683,Baizhousenlin_,80,天蝎座,10,172,m,重庆,1,False,-1
684,请您欣赏bot,00,狮子座,74,110,m,广东,5,False,-1
685,想养一喵呜,00,天秤座,15,296,f,浙江,1,False,-1
686,又捅到你肺管子了真抱歉,-1,处女座,15,131,f,山东,1,False,-1
687,一块二毛7,90,摩羯座,80,259,m,广东,1,False,-1
688,张毛毛咩,90,巨蟹座,233,1331,f,吉林,1,False,-1
689,愿风指引前路_,00,水瓶座,3,92,m,安徽,0,False,-1
690,阿七丸鱼头泡饼,00,巨蟹座,13872,277,f,辽宁,8,True,0
691,可以种亿万颗星星,-1,摩羯座,510,54,f,湖南,7,False,-1
692,小耳朵不喝奶茶,90,摩羯座,48,445,f,福建,1,False,-1
693,吃冰淇淋的杰尼龟,00,白羊座,8,300,f,湖南,0,False,-1
694,春日曈曈,-1,白羊座,2,113,f,北京,1,False,-1
695,糖醋右子,-1,射手座,215,448,f,北京,5,False,-1
696,人慢慢呀,-1,白羊座,16,1198,f,北京,5,False,-1
697,一只萌包蛋,90,天秤座,138,365,f,广东,0,False,-1
698,纯爱小0,00,摩羯座,2263,313,f,河南,5,True,0
699,卡曼橘气泡水-,90,天蝎座,95,688,f,江西,5,False,-1
700,yyreborn,-1,射手座,125,756,f,湖北,1,False,-1
701,式美冰杯一要我,-1,双鱼座,566,280,f,北京,6,False,-1
702,-一罐宇宙,00,天秤座,20,757,f,山东,0,False,-1
703,糖_圆子,-1,狮子座,10,204,f,浙江,0,False,-1
704,genuine__,90,双鱼座,169,590,f,江苏,0,False,-1
705,李凡再Sivona,90,射手座,382,374,f,福建,6,False,220
706,八条哒哒,-1,射手座,695,244,f,浙江,3,False,-1
707,南桃兔绒绒,-1,天蝎座,1668,556,f,安徽,7,True,0
708,砂糖糖子,90,白羊座,428,301,f,上海,5,False,-1
709,山尘十二,90,双鱼座,7654,76,m,内蒙古,6,True,0
710,7FpizzA,-1,天秤座,24,162,f,重庆,2,False,-1
711,TayceTIAN,-1,天蝎座,332,280,f,湖北,6,False,-1
712,车厘子草莓味haribo,-1,摩羯座,244,340,f,上海,6,False,-1
713,墨迹今天加班了吗,-1,金牛座,55,850,f,北京,5,False,-1
714,o兲兲开心o,-1,摩羯座,48,105,f,北京,0,False,-1
715,Henan01_垃圾制造机_,-1,双子座,199,1409,f,湖北,3,False,-1
716,無力燜藥,00,金牛座,10,374,f,福建,0,False,-1
717,哟小張同學呀,10,摩羯座,196,318,f,湖北,5,False,-1
718,关于我的两只羊o,90,天秤座,211,389,f,河北,6,False,-1
719,陆爻今天改名了吗,00,摩羯座,67,1207,f,吉林,0,True,0
720,DDiandian-PINK,-1,巨蟹座,110,192,f,内蒙古,0,False,-1
721,一粒麻球,90,天秤座,4028,822,f,上海,6,False,-1
722,Zz与舟陷落此刻,00,水瓶座,920,278,f,山东,7,True,0
723,星星眠乐乐,-1,金牛座,211,2784,f,江苏,6,False,-1
724,-所念皆优ting,-1,白羊座,341,251,f,广东,6,True,0
725,珏月S,80,双鱼座,2427,476,f,四川,8,True,0
726,每天翊遍兮尔,-1,射手座,16,248,f,江苏,3,False,-1
727,东南西北窗烛,40,天蝎座,16656,196,f,上海,7,False,-1
728,方格说,-1,金牛座,37,182,f,北京,1,False,-1
729,小梅妮卡,90,摩羯座,1687757,469,f,北京,7,True,0
